Molecule ChEMBL ID,Molecular Weight,AlogP,#RO5 Violations,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Smiles
CHEMBL6018511,578.06,6.88,2.0,IC50,'=',2.0,nM,8.7,N#CCCC(Nc1c(C#N)cnc2c(Cl)cc(NC(c3ccc(F)nc3)c3cn(C4CC4)nn3)cc12)c1ccccc1
CHEMBL5747597,471.54,3.92,0.0,IC50,'=',5.0,nM,8.3,CN1C=C([C@H](Nc2cc(C#N)c3ncc(C#N)c(NCC(C)(C)C)c3c2)c2ccc(F)nc2)NN1
CHEMBL5855579,496.49,5.43,1.0,IC50,'=',540.0,nM,6.27,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(C(F)(F)F)cc4)c(C#N)cnc3cc2OC)CC1
CHEMBL5786339,580.07,6.23,2.0,IC50,'=',2.0,nM,8.7,N#CCC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@@H](C3=CN(C4CC4)NN3)c3ccc(F)nc3)cc12)c1ccccc1
CHEMBL5876724,577.45,6.18,2.0,IC50,'=',2.0,nM,8.7,COc1c(Cl)cccc1Nc1c(C#N)cnc2c(Cl)cc(N[C@@H](C3=CN(C4CC4)NN3)c3ccc(F)nc3)cc12
CHEMBL5876875,533.64,4.16,1.0,IC50,'=',3.0,nM,8.52,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4CC4)NN3)c3cccc4c3CNC4=O)cc12
CHEMBL6005198,440.89,3.3,0.0,IC50,'=',460.0,nM,6.34,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(CO)c4)ncnc3cc2OC)C1
CHEMBL5989405,617.93,6.43,2.0,IC50,'=',12.0,nM,7.92,Cc1ncsc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(Cl)c(Cl)c3F)c2c1)C1=CN(C2COC2)NN1
CHEMBL6001194,635.14,7.23,2.0,IC50,'=',13.0,nM,7.89,CN(CC(C)(C)C)c1c(C#N)cnc2c(Cl)cc(N(C)[C@H](C3=C(F)N(C4(C(F)F)CC4)NN3)c3cccc4ncccc34)cc12
CHEMBL5764068,572.6,5.12,2.0,IC50,'=',51.0,nM,7.29,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3ccc(C#N)nc3)cc12
CHEMBL5825791,578.67,5.56,2.0,IC50,'=',25.0,nM,7.6,C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4nc(CF)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5913936,505.55,4.3,1.0,IC50,'=',25.0,nM,7.6,C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4ocnc4c3)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5983473,435.46,4.4,0.0,IC50,'=',550.0,nM,6.26,C=CC(=O)Nc1cccc(Nc2ncc(F)c(Nc3ccc(O[C@H]4CCOC4)cc3)n2)c1
CHEMBL5935248,427.48,3.12,0.0,IC50,'=',550.0,nM,6.26,C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc(OC4CCOC4)cc3)ncc2F)C1
CHEMBL4781497,484.59,4.82,0.0,IC50,'=',250.0,nM,6.6,CN1CCN(c2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1
CHEMBL4791953,498.61,4.82,0.0,IC50,'=',200.0,nM,6.7,CN1CCN(Cc2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)cc2)CC1
CHEMBL5907728,482.54,4.3,0.0,IC50,'=',2600.0,nM,5.58,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc5cnn(C)c45)c(C#N)cnc3cc2OC)CC1
CHEMBL5994478,524.63,3.4,1.0,IC50,'=',366.0,nM,6.44,CN1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cnn5cccnc45)c2)n3CC(C)(C)O)CC1
CHEMBL5969707,527.67,4.1,1.0,IC50,'=',0.2,nM,9.7,Cc1cc(C(=O)/N=c2\[nH]c3ccc(C4CCN(C)CC4)cc3n2[C@H]2CC[C@@H](O)CC2)cc(-c2cnn(C)c2)n1
CHEMBL6048885,529.98,5.72,2.0,IC50,'=',81.0,nM,7.09,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)c(C#N)cnc3cc2OC)CC1
CHEMBL6043736,576.66,5.28,2.0,IC50,'=',275.0,nM,6.56,Cc1cc(Nc2ncnc3ccc4c(c23)OCCN4C(=O)/C=C/CN2CCCCC2)ccc1Oc1ccn2ncnc2c1
CHEMBL5787750,557.02,5.87,2.0,IC50,'=',5.0,nM,8.3,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccnc3F)cc12
CHEMBL6032795,554.6,5.66,2.0,IC50,'=',4.0,nM,8.4,Cc1nc(F)ccc1[C@H](Nc1cc(F)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)F)CC2)NN1
CHEMBL5767212,571.05,6.18,2.0,IC50,'=',2.0,nM,8.7,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)F)CC2)NN1
CHEMBL5188857,541.61,6.87,2.0,IC50,'=',597.0,nM,6.22,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)cc3)c2cc1NC(=O)/C=C/c1cccnc1
CHEMBL5906808,502.6,0.64,1.0,IC50,'=',550.0,nM,6.26,CN(C)C/C=C/C(=O)N1CCC[C@@H](Nc2nnc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)C1
CHEMBL5193128,473.58,2.71,0.0,IC50,'=',21.0,nM,7.68,C=CC(=O)N1CCC([C@@H]2CCNC3C(C(N)=O)C(c4ccc(Oc5ccccc5)cc4)=NN32)CC1
CHEMBL5753875,555.49,6.11,2.0,IC50,'=',6.0,nM,8.22,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=C(Cl)N(C2CC2)NN1
CHEMBL5968807,458.52,3.91,0.0,IC50,'=',3900.0,nM,5.41,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(CO)c4)c(C#N)cnc3cc2OC)CC1
CHEMBL5970341,495.54,5.07,1.0,IC50,'=',400.0,nM,6.4,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)c(C#N)cnc3cc2OC)CC1
CHEMBL5763336,561.11,6.32,2.0,IC50,'=',2.0,nM,8.7,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C3CC3)CC2)NN1
CHEMBL5927580,579.66,6.1,2.0,IC50,'=',2.0,nM,8.7,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4cnccc34)cc12
CHEMBL5744898,592.12,5.0,2.0,IC50,'=',3.0,nM,8.52,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(=O)N(C)C)CC2)NN1
CHEMBL5948939,586.63,5.5,2.0,IC50,'=',4.0,nM,8.4,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccn4nccc34)cc12
CHEMBL5963710,563.63,5.64,2.0,IC50,'=',3.0,nM,8.52,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C(C)(C)C(F)F)NN1
CHEMBL5869051,603.07,6.73,2.0,IC50,'=',8.0,nM,8.1,CCc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1
CHEMBL5943408,597.65,6.08,2.0,IC50,'=',4.0,nM,8.4,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(Cc2c(F)cccc2F)NN1
CHEMBL5882592,567.09,6.29,2.0,IC50,'=',3.0,nM,8.52,CCc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)F)CC2)NN1
CHEMBL5815927,582.66,5.44,2.0,IC50,'=',3.0,nM,8.52,Cn1ncc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)c21
CHEMBL5946980,557.65,5.51,2.0,IC50,'=',2.0,nM,8.7,CCc1ncccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)F)CC2)NN1
CHEMBL5988402,619.12,6.19,2.0,IC50,'=',3.0,nM,8.52,Cn1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)cccc2c1=O
CHEMBL5975352,569.11,5.55,2.0,IC50,'=',2.0,nM,8.7,Cn1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4CC4)NN3)cccc2c1=O
CHEMBL5945237,549.71,5.92,2.0,IC50,'=',1.0,nM,9.0,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C)CC4)NN3)c3cccc4ncsc34)cc12
CHEMBL5591885,502.64,5.23,2.0,IC50,'=',4.11,nM,8.39,C=CC(=O)Nc1cc(Nc2nccc(-c3csc4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL5972541,494.0,3.9,0.0,IC50,'=',52600.0,nM,4.28,CN(C)C/C=C/C(=O)N1CCC(Nc2cncc(-c3cnc(Oc4cccc(Cl)c4)nc3)n2)CC1
CHEMBL6011609,448.96,4.91,0.0,IC50,'=',6100.0,nM,5.21,C=CC(=O)N1CCC(Nc2cncc(-c3cnc(Nc4cccc(Cl)c4)nc3)c2)CC1C
CHEMBL5828049,655.1,7.49,2.0,IC50,'=',11.0,nM,7.96,COc1nccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=C(F)N(C4(C(F)(F)F)CC4)NN3)cccc12
CHEMBL6027911,535.07,5.93,2.0,IC50,'=',10.0,nM,8.0,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=C2CCCCN2NN1
CHEMBL5852943,521.39,5.61,2.0,IC50,'=',12.0,nM,7.92,Cc1cncc([C@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)C2=CNNN2)c1
CHEMBL5743761,569.5,6.79,2.0,IC50,'=',6.0,nM,8.22,Cc1ncsc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3cccc(Cl)c3F)c2c1)C1=CN(C(C)C)NN1
CHEMBL5949488,635.53,6.87,2.0,IC50,'=',12.0,nM,7.92,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1)C1=CN(COC(=O)C(C)(C)C)NN1
CHEMBL5940006,563.47,6.73,2.0,IC50,'=',16.0,nM,7.8,Cc1ccc([C@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)C2=CN(C(C)C)NN2)cn1
CHEMBL5777370,583.89,7.07,2.0,IC50,'=',9.0,nM,8.05,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccnc2Cl)NN1
CHEMBL5920148,563.42,5.41,2.0,IC50,'=',5.0,nM,8.3,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4COC4)NN3)c3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL5820639,599.88,5.96,2.0,IC50,'=',4.0,nM,8.4,Cc1nc(Cl)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1)C1=CN(CCO)NN1
CHEMBL6064652,652.63,7.33,2.0,IC50,'=',4.0,nM,8.4,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3cscn3)NN2)CC1
CHEMBL6015440,596.52,5.82,2.0,IC50,'=',3.0,nM,8.52,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4CCNCC4)NN3)c3cscn3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL6023442,1142.34,,,IC50,'=',9100.0,nM,5.04,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC#Cc2cccc3c2C(=O)N([C@@H](C(=O)Nc2nccs2)c2cc(F)ccc2O)C3)C(C)(C)C)cc1
CHEMBL5558740,707.25,9.69,2.0,IC50,'=',222.3,nM,6.65,COc1cc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CHEMBL5565051,693.22,9.3,2.0,IC50,'=',826.6,nM,6.08,COc1cc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CHEMBL5817731,678.27,6.52,3.0,IC50,'=',1.0,nM,9.0,N#CCCC(Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4CC4)NN3)c3csc4c3CCN(C3COC3)C4)cc12)c1ccccc1
CHEMBL6036819,509.88,4.32,1.0,IC50,'=',6.0,nM,8.22,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CNNN3)c3ccc(F)nc3)cc2c1Nc1cnc(F)c(F)c1
CHEMBL5947797,618.55,6.49,2.0,IC50,'=',2.0,nM,8.7,CCN1CCC(N2C=C(C(Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3cccnc3)NN2)CC1
CHEMBL6044345,620.3,6.31,2.0,IC50,'=',59.0,nM,7.23,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(CCO)NN3)c3cnc(Cl)cc3Cl)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL5807695,595.49,6.19,2.0,IC50,'=',16.0,nM,7.8,COCCN1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cc(C#N)cs2)NN1
CHEMBL5790308,595.54,6.43,2.0,IC50,'=',10.0,nM,8.0,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4CCNCC4)NN3)c3cccs3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL4752026,437.37,3.58,0.0,IC50,'=',8.0,nM,8.1,Cc1nc(N2CCC3(CC2)CO[C@@H](C)[C@H]3N)c(CO)nc1-c1cccc(Cl)c1Cl
CHEMBL5999776,714.72,8.21,2.0,IC50,'=',11.0,nM,7.96,CCN1Cc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)C3=CN(C4CCN(C(C)(C)C)CC4)NN3)c2C1
CHEMBL5741973,742.73,7.59,2.0,IC50,'=',7.0,nM,8.15,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3cccc4c3CN(C3COC3)C4)NN2)CC1
CHEMBL5922274,571.1,6.01,2.0,IC50,'=',2.0,nM,8.7,N#Cc1cnc2c(Cl)cc(N[C@@H](C3=CN(C4CC4)NN3)c3ccc(F)nc3)cc2c1NC1C2CC3CC(C2)CC1C3
CHEMBL5844686,553.07,5.35,2.0,IC50,'=',10.0,nM,8.0,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(N[C@H](C)c3ccccc3)c2c1)C1=CN(C2COC2)NN1
CHEMBL5939208,569.07,4.41,1.0,IC50,'=',357.0,nM,6.45,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4COC4)NN3)c3cccnc3)cc2c1N[C@H](CCO)c1ccccc1
CHEMBL5972723,555.09,5.68,2.0,IC50,'=',8513.0,nM,5.07,COCC(Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C(C)C)NN3)c3cccnc3)cc12)c1ccccc1
CHEMBL6022989,646.56,5.87,2.0,IC50,'=',15.0,nM,7.82,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4CCN(C5COC5)CC4)NN3)c3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL5863579,609.56,6.73,2.0,IC50,'=',3.0,nM,8.52,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2csc3c2CCNC3)NN1
CHEMBL5968711,664.59,7.41,2.0,IC50,'=',4.0,nM,8.4,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3ccc(F)nc3)NN2)CC1
CHEMBL5822553,736.15,9.75,2.0,IC50,'=',41.0,nM,7.39,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3csc4ccc(Cl)cc34)NN2)CC1
CHEMBL5965776,569.45,5.47,2.0,IC50,'=',4.0,nM,8.4,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4COC4)NN3)c3cscn3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL5744664,658.03,7.81,2.0,IC50,'=',2.0,nM,8.7,CCN1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3cscc3Cl)NN2)CC1
CHEMBL6048989,596.52,5.82,2.0,IC50,'=',4.0,nM,8.4,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(C4CCNCC4)NN3)c3cncs3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL6062602,652.99,7.15,2.0,IC50,'=',6.0,nM,8.22,CCN1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3ccc(Cl)nc3)NN2)CC1
CHEMBL5872256,724.63,7.81,2.0,IC50,'=',232.0,nM,6.63,N#Cc1cnc2c(Cl)cc(NC(C3=CN(C4CCN(C(=O)OCc5ccccc5)CC4)NN3)c3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL6017936,434.46,2.17,0.0,IC50,'=',2689.0,nM,5.57,C=CC(=O)Nc1cccc(Nc2nc3c(c(Nc4cnn(CCOC)c4)n2)C(=O)NC3)c1
CHEMBL5743634,490.48,4.65,0.0,IC50,'=',0.239,nM,9.62,COC(C)(C)COc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1OC(F)F)C(=O)NCC2
CHEMBL6025577,498.61,3.82,0.0,IC50,'=',720.0,nM,6.14,COc1cc(C2CCNCC2)ccc1Nc1ncc(OC)c(Nc2ccccc2NS(C)(=O)=O)n1
CHEMBL5903083,440.48,3.75,0.0,IC50,'=',0.634,nM,9.2,COC(C)(C)COc1cnccc1-c1[nH]c2c(c1Nc1cccc(F)c1O)C(=O)NCC2
CHEMBL5782179,511.61,4.76,1.0,IC50,'=',2.0,nM,8.7,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2CC2)NN1
CHEMBL5934729,612.77,6.45,3.0,IC50,'=',1.0,nM,9.0,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(c5ccncc5)CC4)NN3)c3cccc4ncsc34)cc12
CHEMBL5917246,540.08,5.64,2.0,IC50,'=',28.0,nM,7.55,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4CC4)NN3)c3cncc4cnccc34)cc12
CHEMBL6056421,529.65,3.31,1.0,IC50,'=',4.4,nM,8.36,CC(=O)N1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cnn(C)c4C)c2)n3CC(C)(C)O)CC1
CHEMBL6030490,469.52,2.82,0.0,IC50,'=',1618.0,nM,5.79,C=CC(=O)N1CCCC(Nc2nc(Nc3ccc(OCCOC)cc3)c3c(c2F)CNC3=O)C1
CHEMBL6051171,619.54,5.89,2.0,IC50,'=',5.0,nM,8.3,CCN1CCC(N2C=C(C(Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)c3cncnc3)NN2)CC1
CHEMBL5847902,596.66,6.73,2.0,IC50,'=',29.0,nM,7.54,CC(C)(C)CNc1c(C#N)cnc2c(F)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4ncsc34)cc12
CHEMBL5840159,537.65,5.21,3.0,IC50,'=',51.0,nM,7.29,CC(C)(C)ONc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4CC4)NN3)c3cccc4ncsc34)cc12
CHEMBL5966725,597.65,6.4,2.0,IC50,'=',2.0,nM,8.7,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4cnccc34)cc12
CHEMBL6040882,586.63,5.73,2.0,IC50,'=',4.0,nM,8.4,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4[nH]ncc34)cc12
CHEMBL5831433,553.06,6.04,2.0,IC50,'=',2.0,nM,8.7,Cc1ncccc1[C@@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)F)CC2)NN1
CHEMBL5986548,491.89,4.18,0.0,IC50,'=',5.0,nM,8.3,N#Cc1cnc2c(Cl)cc(N[C@@H](C3=CNNN3)c3cccnc3)cc2c1Nc1cnc(F)c(F)c1
CHEMBL5765377,613.98,6.14,2.0,IC50,'=',17.0,nM,7.77,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3cnc(F)c(F)c3)c2c1)C1=CN(C2(C(F)F)CC2)NN1
CHEMBL5785311,664.06,7.53,2.0,IC50,'=',1817.0,nM,5.74,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4[nH]c(C(F)(F)F)nc34)cc12
CHEMBL5978427,614.68,5.98,2.0,IC50,'=',21.0,nM,7.68,Cc1nc(F)ccc1[C@H](Nc1cc(-c2cncnc2)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)F)CC2)NN1
CHEMBL5832921,547.61,3.88,1.0,IC50,'=',3.0,nM,8.52,Cc1nc(F)ccc1[C@H](Nc1cc(F)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(N)=O)CC2)NN1
CHEMBL5747445,580.07,6.23,2.0,IC50,'=',15.0,nM,7.82,N#CCC[C@H](Nc1c(C#N)cnc2c(Cl)cc(NC(C3=CN(C4CC4)NN3)c3ccc(F)nc3)cc12)c1ccccc1
CHEMBL5742171,626.55,5.4,3.0,IC50,'=',12.0,nM,7.92,N#Cc1cnc2c(Cl)cc(N[C@H](C3=CN(CCN4CCOCC4)NN3)c3cscn3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL1880739,520.95,5.01,2.0,IC50,'=',2.58,nM,8.59,O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1
CHEMBL5975243,575.64,5.86,2.0,IC50,'=',9.0,nM,8.05,Cc1ccc([C@H](Nc2cc(C#N)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)(F)F)CC3)NN2)c(C)n1
CHEMBL6046774,569.72,6.25,2.0,IC50,'=',2.0,nM,8.7,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C5CC5)CC4)NN3)c3cccc4ncccc34)cc12
CHEMBL6038402,549.15,6.24,2.0,IC50,'=',4.0,nM,8.4,Cc1ncsc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C3CC3)CC2)NN1
CHEMBL5812784,580.09,5.77,3.0,IC50,'=',7.0,nM,8.15,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4c3NNC4)cc12
CHEMBL6039698,673.09,6.73,2.0,IC50,'=',3.0,nM,8.52,Cn1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C(F)(F)F)c4c3)C3=CN(C4(C(F)F)CC4)NN3)cccc2c1=O
CHEMBL5776172,503.4,5.47,2.0,IC50,'=',12.0,nM,7.92,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3cccc(Cl)c3)c2c1)C1=CNNN1
CHEMBL6060281,636.25,7.22,2.0,IC50,'=',8.0,nM,8.1,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(N[C@H](C)c3ccccc3)c2c1)C1=CN(C2CCN(C(C)(C)C)CC2)NN1
CHEMBL6041205,650.59,7.17,2.0,IC50,'=',14.0,nM,7.85,Cc1ncoc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1)C1=CN(C2CCN(C(C)(C)C)CC2)NN1
CHEMBL6026193,575.14,5.67,2.0,IC50,'=',4.0,nM,8.4,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(CO)CC4)NN3)c3cccc4ncsc34)cc12
CHEMBL6044637,542.09,5.59,2.0,IC50,'=',3.0,nM,8.52,Cn1cnc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4CC4)NN3)c21
CHEMBL6054382,607.08,7.18,2.0,IC50,'=',17.0,nM,7.77,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4ncccc34)cc12
CHEMBL6035726,610.09,6.52,2.0,IC50,'=',7.0,nM,8.15,Cn1cnc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c21
CHEMBL5996579,600.65,5.74,2.0,IC50,'=',3.0,nM,8.52,Cn1cnc2cccc([C@H](Nc3cc(C#N)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c21
CHEMBL6009556,537.57,3.77,1.0,IC50,'=',29.0,nM,7.54,COc1cc(N2CCNCC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccccc2NS(C)(=O)=O)n1
CHEMBL5821349,563.47,6.73,2.0,IC50,'=',3.0,nM,8.52,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1)C1=CN(C(C)C)NN1
