Molecule ChEMBL ID,Molecular Weight,AlogP,#RO5 Violations,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Smiles
CHEMBL377772,443.91,4.01,0.0,IC50,'=',130.0,nM,6.89,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1CC(N)=O
CHEMBL380454,429.88,3.48,0.0,IC50,'=',150.0,nM,6.82,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CC[C@H](C(N)=O)C1
CHEMBL382822,457.94,4.23,0.0,IC50,'=',950.0,nM,6.02,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(=O)N(C)C
CHEMBL1095465,454.33,4.65,0.0,IC50,'=',240.0,nM,6.62,COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)c1
CHEMBL3604915,358.41,4.11,0.0,IC50,'=',1900.0,nM,5.72,CCC(=O)Nc1cccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)c1
CHEMBL3604918,308.35,2.96,0.0,IC50,'=',3400.0,nM,5.47,CCC(=O)Nc1cc(Nc2cc[nH]n2)nc(-c2ccccc2)n1
CHEMBL3633940,450.86,4.91,0.0,IC50,'=',9.0,nM,8.05,NC(=O)Nc1ccc(C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cc1
CHEMBL3633939,453.89,5.34,1.0,IC50,'=',3050.0,nM,5.52,N#CC(C#N)=CNc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1
CHEMBL3633930,501.9,6.98,2.0,IC50,'=',29.0,nM,7.54,CCNC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2c1
CHEMBL3633929,419.87,4.96,0.0,IC50,'=',3.0,nM,8.52,CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1
CHEMBL51265,301.15,3.53,0.0,IC50,'=',51.0,nM,7.29,Brc1cccc(Nc2ncnc3cnccc23)c1
CHEMBL53062,331.17,3.54,0.0,IC50,'=',12.0,nM,7.92,COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL355853,387.48,4.64,0.0,IC50,'=',8000.0,nM,5.1,CC(COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)CC(C)(C)C
CHEMBL554053,345.83,3.81,0.0,IC50,'=',5500.0,nM,5.26,CCN(c1ccccc1)c1ncnc2cc(OC)c(OC)cc12.Cl
CHEMBL52882,346.23,2.58,0.0,IC50,'=',3.1,nM,8.51,CNC1=CC2N=CN(C)/C(=N\c3cccc(Br)c3)C2C=N1
CHEMBL177053,357.24,4.75,0.0,IC50,'=',44.0,nM,7.36,Brc1cccc(Nc2ncnc3cc4ncsc4cc23)c1
CHEMBL332906,336.79,4.0,0.0,IC50,'=',2.0,nM,8.7,Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1
CHEMBL3746387,505.53,4.05,1.0,IC50,'=',21330.45,nM,4.67,COc1ccc(C2=NN(C(C)=O)C(c3ccc(C(=O)OC(C)Cn4c([N+](=O)[O-])cnc4C)cc3)C2)cc1
CHEMBL3746564,601.4,4.65,1.0,IC50,'=',10690.55,nM,4.97,CC(=O)N1N=C(c2ccc(I)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1
CHEMBL3746980,489.53,4.35,0.0,IC50,'=',25585.86,nM,4.59,CC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1
CHEMBL3752074,350.38,3.8,0.0,IC50,'=',48.81,nM,7.31,COc1cc(NC(=O)Nc2ccccn2)cc(-c2cccnc2)c1OC
CHEMBL3680374,519.96,5.79,2.0,IC50,'=',9.87,nM,8.01,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC(F)F
CHEMBL3893810,497.93,5.52,1.0,IC50,'=',593.0,nM,6.23,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(C(F)(F)F)cc2)ncc1Cl
CHEMBL3913728,513.93,5.4,2.0,IC50,'=',898.0,nM,6.05,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(OC(F)(F)F)cc2)ncc1Cl
CHEMBL461311,354.8,3.85,0.0,IC50,'=',76.0,nM,7.12,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C=O
CHEMBL255236,497.53,4.9,0.0,IC50,'=',47.0,nM,7.33,COc1ccccc1CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1
CHEMBL3741245,424.87,4.97,0.0,IC50,'=',1290.0,nM,5.89,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(F)cc3)ncc2Cl)c1
CHEMBL3758582,475.62,4.83,0.0,IC50,'=',0.5,nM,9.3,COc1ccc(C(=O)NCCN(C)C)cc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1
CHEMBL3759022,377.47,4.47,0.0,IC50,'=',5.0,nM,8.3,COc1cc(CO)ccc1-c1cc2c(NCc3ccccc3)ncnc2s1
CHEMBL3758762,374.47,4.63,0.0,IC50,'=',7.0,nM,8.15,C[C@@H](Nc1ncnc2sc(-c3ccc(C(N)=O)cc3)cc12)c1ccccc1
CHEMBL3759961,391.5,5.55,1.0,IC50,'=',2.0,nM,8.7,COc1cccc(OC)c1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1
CHEMBL498248,330.29,1.99,0.0,IC50,'=',27500.0,nM,4.56,CO[C@H](C)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O
CHEMBL524820,316.26,1.34,0.0,IC50,'=',37500.0,nM,4.43,C[C@@H](O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O
CHEMBL2047015,385.42,3.04,0.0,IC50,'=',2340.0,nM,5.63,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccccc2)c1)NO
CHEMBL2047019,453.42,4.06,0.0,IC50,'=',4200.0,nM,5.38,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2cccc(C(F)(F)F)c2)c1)NO
CHEMBL2047027,393.44,3.31,0.0,IC50,'=',6170.0,nM,5.21,C#Cc1cccc(NC(=O)c2cccc(NC(=O)CCCCCC(=O)NO)c2)c1
CHEMBL2047253,326.76,4.17,0.0,IC50,'=',11700.0,nM,4.93,Nc1nc2c(c(Nc3ccc(Cl)cc3F)n1)-c1ccccc1C2
CHEMBL521887,450.59,5.21,1.0,IC50,'=',700.0,nM,6.16,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1-c1ccc2ccncc2c1
CHEMBL2048908,537.05,5.37,2.0,IC50,'=',7.0,nM,8.15,CC(C)(CO)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21
CHEMBL2048907,619.13,5.12,2.0,IC50,'=',7.0,nM,8.15,CC(C)(O)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O
CHEMBL2048905,437.91,5.22,1.0,IC50,'=',4.1,nM,8.39,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21
CHEMBL2048788,479.97,5.14,1.0,IC50,'=',33.0,nM,7.48,CC(C)(C)NC(=O)c1cccc(Oc2ccc(Nc3ncnc4ccn(CCO)c34)cc2Cl)c1
CHEMBL1923007,448.83,5.63,1.0,IC50,'=',34.0,nM,7.47,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21
CHEMBL4575583,489.58,5.89,1.0,IC50,'=',1.0,nM,9.0,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3nc(SC)n(C)c3-c3ccc(F)cc3)ccn2)c1
CHEMBL452717,579.71,4.2,1.0,IC50,'=',130.0,nM,6.89,COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCN(C(C)=O)CC5)CC4)c4ncnc(N)c34)cc2[nH]1
CHEMBL4791960,544.64,5.24,2.0,IC50,'=',56780.0,nM,4.25,CC(C)(C)c1cc(NC(=O)Cc2ccc(Nc3ncnc4[nH]c(-c5ccc(S(C)(=O)=O)cc5)cc34)cc2)no1
CHEMBL484108,458.36,5.98,1.0,IC50,'=',4800.0,nM,5.32,Nc1nc(Nc2cccc(Br)c2)c2cc(CCc3cccc4ccccc34)[nH]c2n1
CHEMBL2031303,431.9,4.45,0.0,IC50,'=',0.27,nM,9.57,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C
CHEMBL4857605,546.6,4.57,1.0,IC50,'=',42.6,nM,7.37,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1
CHEMBL4848093,637.16,5.92,2.0,IC50,'=',28.4,nM,7.55,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1
CHEMBL4870265,510.0,3.69,1.0,IC50,'=',117.5,nM,6.93,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(CN3CCC(C(=O)NO)CC3)cc2)ncc1Cl
CHEMBL4072620,533.61,4.66,1.0,IC50,'=',17.8,nM,7.75,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-]
CHEMBL4745935,410.43,4.8,0.0,IC50,'=',159.0,nM,6.8,C=CC(=O)Nc1ccc2nccc(Oc3ccc(C(=O)Nc4ccccn4)cc3)c2c1
CHEMBL4796130,534.62,4.25,1.0,IC50,'=',55.0,nM,7.26,CCN1CCN(CC#CC(=O)Nc2ccc3nccc(Oc4ccc(C(=O)Nc5ccccn5)cc4)c3c2)CC1
CHEMBL501050,610.14,5.93,2.0,IC50,'=',630.0,nM,6.2,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Sc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1
CHEMBL500217,578.7,4.99,1.0,IC50,'=',90.0,nM,7.05,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1
CHEMBL515598,344.4,4.37,0.0,IC50,'=',7800.0,nM,5.11,c1ccc2sc(-c3ccc(Nc4ncnc5[nH]cnc45)cc3)nc2c1
CHEMBL4067014,499.62,4.6,0.0,IC50,'=',287.4,nM,6.54,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(C)c4ccccc43)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4094086,529.65,4.52,1.0,IC50,'=',154.6,nM,6.81,C=CC(=O)Nc1cc(Nc2nc(OC)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL76958,349.32,2.4,0.0,IC50,'=',1000.0,nM,6.0,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1
CHEMBL4111809,559.63,3.67,1.0,IC50,'=',25.0,nM,7.6,CC(=O)Nc1cccc(Nc2nc3cnc(Nc4ccc(C(=O)N[N+]5=CCN(C)CC5)cc4F)nc3n2C(C)C)c1
CHEMBL85021,321.42,5.13,1.0,IC50,'=',400.0,nM,6.4,CC(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)C)c1O
CHEMBL3950296,791.88,7.31,3.0,IC50,'=',1000.0,nM,6.0,COc1cc(N2CCC(N3CCN(CCF)CC3)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1
CHEMBL3940401,774.87,8.21,3.0,IC50,'=',1000.0,nM,6.0,COc1ccn2c(-c3ccnc(Nc4ccc(N5CCC(N6CCCCC6)CC5)cc4OC)n3)c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc2c1
CHEMBL3904450,710.77,5.82,2.0,IC50,'=',1000.0,nM,6.0,COc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1
CHEMBL1821863,444.0,7.44,1.0,IC50,'=',2360.0,nM,5.63,Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Cl)cc3)C2)cc1C
CHEMBL1822066,490.97,6.74,1.0,IC50,'=',8430.0,nM,5.07,COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc([N+](=O)[O-])cc3)C2)cc1
CHEMBL121260,336.79,4.49,0.0,IC50,'=',1000.0,nM,6.0,Clc1cccc(Nc2[nH]nc3ncnc(Nc4ccccc4)c23)c1
CHEMBL121954,352.79,4.2,0.0,IC50,'=',1.0,nM,9.0,Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1
CHEMBL56319,380.4,2.3,0.0,IC50,'=',1530.0,nM,5.82,CCOC(=O)C(Cc1ccccc1)NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL1830267,295.41,3.25,0.0,IC50,'=',17390.0,nM,4.76,Cc1ccc(/C=C/C(=N/NC(N)=S)c2ccccc2)cc1
CHEMBL486437,494.66,,,IC50,'=',22000.0,nM,4.66,COc1cc(C2=C(c3cn(COCC[Si](C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC
CHEMBL31419,512.41,4.36,1.0,IC50,'=',5.3,nM,8.28,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCOCC1
CHEMBL1641995,450.3,3.83,0.0,IC50,'=',2200.0,nM,5.66,N#Cc1cnc(Nc2cccc(Br)c2)c2cc(NC(=O)[C@@H]3CCC(=O)N3)ccc12
CHEMBL53637,324.77,4.15,0.0,IC50,'=',2.3,nM,8.64,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1
CHEMBL31373,342.76,4.29,0.0,IC50,'=',3.1,nM,8.51,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1
CHEMBL512076,566.06,5.63,2.0,IC50,'=',32.0,nM,7.5,CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1
CHEMBL466614,566.06,5.63,2.0,IC50,'=',125.0,nM,6.9,CCNC(=O)O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1
CHEMBL3806172,430.39,3.95,0.0,IC50,'=',270.6,nM,6.57,CCOC(C)Oc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2
CHEMBL3805782,417.82,4.1,0.0,IC50,'=',150.9,nM,6.82,Fc1ccc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)cc1Cl
CHEMBL3787220,419.85,2.45,0.0,IC50,'=',9.0,nM,8.05,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](F)C1
CHEMBL131193,556.67,6.27,2.0,IC50,'=',910.0,nM,6.04,CO[C@H]1[C@@H](N(C)Cc2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
CHEMBL3786858,401.86,2.5,0.0,IC50,'=',45.0,nM,7.35,C=CC(=O)N1CC[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1
CHEMBL3787112,349.44,3.04,0.0,IC50,'=',2300.0,nM,5.64,Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1
CHEMBL31745,406.24,3.97,0.0,IC50,'=',6266.2,nM,5.2,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL249496,508.63,4.36,1.0,IC50,'=',270.0,nM,6.57,Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1
CHEMBL179969,535.03,6.37,2.0,IC50,'=',45.0,nM,7.35,C=CS(=O)(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC
CHEMBL175556,598.1,6.31,2.0,IC50,'=',20.0,nM,7.7,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1
CHEMBL332269,377.28,4.51,0.0,IC50,'=',4400.0,nM,5.36,CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1
CHEMBL168366,379.41,3.82,0.0,IC50,'=',130.0,nM,6.89,O=C(OCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O
CHEMBL435902,407.47,4.6,0.0,IC50,'=',400.0,nM,6.4,O=C(OCCCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O
CHEMBL1630117,504.91,6.12,2.0,IC50,'=',3.9,nM,8.41,O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL4106341,244.34,3.32,0.0,IC50,'=',6920.0,nM,5.16,Cc1[nH]c2ncnc(NC3CCCCC3)c2c1C
CHEMBL326280,465.31,4.21,0.0,IC50,'=',790.0,nM,6.1,COCC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC
CHEMBL1645466,346.44,2.38,0.0,IC50,'=',10.0,nM,8.0,C#Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1
CHEMBL1645467,322.42,2.4,0.0,IC50,'=',40.0,nM,7.4,NC1CCN(Cc2ccn3ncnc(Nc4ccccc4)c23)CC1
CHEMBL1645471,336.44,2.7,0.0,IC50,'=',50.0,nM,7.3,Cc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1
CHEMBL298637,330.19,3.57,0.0,IC50,'=',552.0,nM,6.26,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1
CHEMBL345019,379.46,5.66,1.0,IC50,'=',1400.0,nM,5.85,O=C(NCc1ccccc1)c1ccc(-c2ccc(-c3ccccc3)cc2O)cc1
CHEMBL163369,461.36,2.62,0.0,IC50,'=',230.0,nM,6.64,OCCN(CCO)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL149512,340.18,4.88,0.0,IC50,'=',740.0,nM,6.13,Brc1cccc(Nc2ncnc3c2oc2ccccc23)c1
CHEMBL81664,468.6,6.1,1.0,IC50,'=',1500.0,nM,5.82,Cc1cccc2c(CCC(=O)O)c(SSc3[nH]c4c(C)cccc4c3CCC(=O)O)[nH]c12
CHEMBL153573,389.25,5.07,1.0,IC50,'=',42.0,nM,7.38,Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F
CHEMBL203936,416.88,4.65,0.0,IC50,'=',225.0,nM,6.65,COc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1OC1CCN(C)CC1
CHEMBL1202477,540.87,4.3,1.0,IC50,'=',90.0,nM,7.05,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCN1CCN(C)CC1.Cl
CHEMBL79621,472.61,5.53,1.0,IC50,'=',35000.0,nM,4.46,COC(=O)Cc1c(SSSc2[nH]c3ccccc3c2CC(=O)OC)[nH]c2ccccc12
CHEMBL3747281,479.47,3.79,0.0,IC50,'=',5020.0,nM,5.3,CC(=O)N1N=C(c2ccc(F)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1
CHEMBL3746268,475.51,3.96,0.0,IC50,'=',10920.0,nM,4.96,CC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1
CHEMBL1336,464.83,5.55,1.0,IC50,'=',80.0,nM,7.1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
CHEMBL3699593,591.62,4.2,1.0,IC50,'=',20.0,nM,7.7,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1
CHEMBL3425668,657.07,7.15,2.0,IC50,'=',6300.0,nM,5.2,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(=C/c3ccc(F)cc3)C(F)(F)F)c2)n1
CHEMBL3425669,682.15,7.08,2.0,IC50,'=',2200.0,nM,5.66,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(=C/c3ccc(N(C)C)cc3)C(F)(F)F)c2)n1
CHEMBL3133904,322.34,3.95,0.0,IC50,'=',1500.0,nM,5.82,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3F)c2c1
CHEMBL3133902,383.25,4.57,0.0,IC50,'=',2200.0,nM,5.66,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3C)c2c1
CHEMBL3633142,511.59,3.41,1.0,IC50,'=',15.0,nM,7.82,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
CHEMBL3734934,401.45,1.95,0.0,IC50,'=',2530.0,nM,5.6,CC(C)n1c(CO)nc2cnc(Nc3ccnc(N4CC[C@H](O)[C@H](F)C4)n3)cc21
CHEMBL53665,388.2,3.79,0.0,IC50,'=',1.2,nM,8.92,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1
CHEMBL296407,204.19,0.49,0.0,IC50,'=',20000.0,nM,4.7,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O
CHEMBL94019,321.38,3.75,0.0,IC50,'=',1730.0,nM,5.76,COc1cc2ncnc(NC3CCc4ccccc43)c2cc1OC
CHEMBL93423,307.35,3.31,0.0,IC50,'=',390.0,nM,6.41,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1O
CHEMBL93173,309.37,3.57,0.0,IC50,'=',170.0,nM,6.77,COc1cc2ncnc(NCc3cccc(C)c3)c2cc1OC
CHEMBL57553,263.3,2.86,0.0,IC50,'=',50000.0,nM,4.3,Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1
CHEMBL3287898,512.65,7.48,2.0,IC50,'=',7500.0,nM,5.12,CCc1ccccc1NC(=O)N1C[C@@H](C)Oc2cc(-c3ccc([C@H]4CC[C@H](CC(=O)O)CC4)cc3)ccc21
CHEMBL175933,546.06,5.51,2.0,IC50,'=',403.0,nM,6.39,COc1cc2ncc(C#N)c(Nc3ccc(Sc4ncccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL13485,414.94,3.85,0.0,IC50,'=',3000.0,nM,5.52,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C
CHEMBL114496,351.43,4.59,0.0,IC50,'=',758.58,nM,6.12,COc1cc2ncc(C#N)c(Nc3cccc(SC)c3)c2cc1OC
CHEMBL111443,398.26,5.02,1.0,IC50,'=',21379.62,nM,4.67,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC
CHEMBL110065,398.26,5.02,1.0,IC50,'=',33113.11,nM,4.48,CCOc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC
CHEMBL592427,429.29,5.53,1.0,IC50,'=',2240.0,nM,5.65,O=C(Nc1ccccc1)N(Cc1ccc(F)cc1)Cc1cccc(Br)c1O
CHEMBL1173718,377.4,4.02,0.0,IC50,'=',620.0,nM,6.21,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(-c2ccccc2)cc1
CHEMBL1087055,490.54,4.85,0.0,IC50,'=',55600.0,nM,4.25,CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(SCc2ccccc2)=N1
CHEMBL590558,413.88,5.75,1.0,IC50,'=',32.7,nM,7.49,C#CCCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CHEMBL591038,385.83,5.37,1.0,IC50,'=',3.16,nM,8.5,C=C=CCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O
CHEMBL473351,430.49,5.37,1.0,IC50,'=',2200.0,nM,5.66,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)c(O)c3)c2cc1OC
CHEMBL2312649,520.51,4.64,1.0,IC50,'=',30000.0,nM,4.52,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)CC1
CHEMBL4161938,666.19,5.95,2.0,IC50,'=',7.0,nM,8.15,Fc1cccc(COc2ccc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OCCCN5CCOCC5)cc34)cc2Cl)c1
CHEMBL566337,521.59,4.0,1.0,IC50,'=',40.0,nM,7.4,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCn1ccnc1
CHEMBL4087243,498.59,4.35,0.0,IC50,'=',192.3,nM,6.72,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCO
CHEMBL4082763,529.65,4.52,1.0,IC50,'=',123.4,nM,6.91,C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)nc(OC)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL367442,316.36,3.16,0.0,IC50,'=',700.0,nM,6.16,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(CO)cc1
CHEMBL363130,378.44,1.31,0.0,IC50,'=',8400.0,nM,5.08,Cc1ccsc1C(=O)n1nc(Nc2ccc(S(N)(=O)=O)cc2)nc1N
CHEMBL144632,538.43,1.46,3.0,IC50,'=',35000.0,nM,4.46,N#C/C(=C\c1cc(O)c(O)c([N+](=O)[O-])c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
CHEMBL144159,510.51,2.96,2.0,IC50,'=',10300.0,nM,4.99,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1cccc(CNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c1
CHEMBL136674,401.27,4.56,0.0,IC50,'=',71.0,nM,7.15,COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL69960,482.9,3.61,0.0,IC50,'=',170.0,nM,6.77,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
CHEMBL954,405.97,6.56,1.0,IC50,'=',1050.0,nM,5.98,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1
CHEMBL309334,252.23,1.26,0.0,IC50,'=',2500.0,nM,5.6,N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c(O)c1
